doctor_id,specialization,experience_years,performance_rating
D40005,Gastroenterology,15,4.13
D40006,Orthopedics,20,1.6
D40007,Pediatrics,39,3.36
D40008,Neurology,12,1.05
D40009,Emergency,14,3.17
D40010,Pediatrics,22,1.2
D40011,Gastroenterology,24,1.07
D40012,Emergency,12,3.31
D40013,Neurology,20,1.86
D40014,Pediatrics,28,3.28
D40015,Pediatrics,11,3.67
D40016,Orthopedics,22,3
D40017,Orthopedics,33,1.41
D40018,Oncology,14,4.01
D40019,Emergency,13,2.54
D40020,Urology,25,3.9
D40021,Urology,40,3.51
D40022,Pediatrics,16,2.29
D40023,Orthopedics,30,4.8
D40024,Neurology,1,3.45
D40025,Pediatrics,28,1.78
D40026,Gastroenterology,31,1.94
D40027,Oncology,36,2.02
D40028,Orthopedics,2,4.31
D40029,Gastroenterology,37,3.74
D40030,Emergency,2,1.4
D40031,Gastroenterology,33,2.91
D40032,Orthopedics,36,3.73
D40033,Pediatrics,30,3.06
D40034,Gastroenterology,34,1.72
D40035,Neurology,18,1.57
D40036,Urology,36,4.92
D40037,Emergency,24,1.92
D40038,Pediatrics,1,1.16
D40039,Emergency,24,2.71
D40040,Orthopedics,21,4.4
D40041,Oncology,29,3.67
D40042,Gastroenterology,13,1.9
D40043,Urology,10,2.64
D40044,Neurology,13,3.37
D40045,Emergency,11,3.47
D40046,Urology,38,3.67
D40047,Gastroenterology,6,3.78
D40048,Pediatrics,10,1.28
D40049,Orthopedics,13,1.48
D40050,Neurology,35,1.76
D40051,Neurology,22,2.04
D40052,Cardiology,17,2.43
D40053,Emergency,3,3.96
D40054,Orthopedics,30,3.71
D40055,Urology,34,4.87
D40056,Emergency,27,3.17
D40057,Pediatrics,4,2.3
D40058,Pediatrics,33,3.63
D40059,Orthopedics,31,3.12
D40060,Gastroenterology,19,2.4
D40061,Neurology,11,1.54
D40062,Orthopedics,37,1.54
D40063,Neurology,15,2.3
D40064,Urology,20,2.64
D40065,Oncology,37,4.67
D40066,Emergency,8,2.68
D40067,Emergency,2,2.72
D40068,Pediatrics,38,3.22
D40069,Emergency,27,2.79
D40070,Urology,14,2.6
D40071,Cardiology,24,4.3
D40072,Orthopedics,35,3.47
D40073,Neurology,28,3.47
D40074,Pediatrics,34,2.49
D40075,Orthopedics,17,2.62
D40076,Neurology,33,3.3
D40077,Neurology,23,1.12
D40078,Neurology,8,3.23
D40079,Cardiology,33,1.01
D40080,Orthopedics,19,4.89
D40081,Emergency,12,4.08
D40082,Oncology,4,2.76
D40083,Neurology,31,2.66
D40084,Urology,21,4.16
D40085,Neurology,12,4.07
D40086,Neurology,7,2.39
D40087,Orthopedics,18,3.42
D40088,Emergency,39,4.62
D40089,Gastroenterology,11,4.8
D40090,Urology,33,4.68
D40091,Emergency,22,1.34
D40092,Neurology,8,3.59
D40093,Orthopedics,39,1.95
D40094,Gastroenterology,31,3.31
D40095,Emergency,27,1.14
D40096,Emergency,28,4.47
D40097,Pediatrics,23,4.13
D40098,Cardiology,27,2.09
D40099,Gastroenterology,10,3.36
D40100,Oncology,23,4.88
D40101,Gastroenterology,33,4.82
D40102,Cardiology,26,3.84
D40103,Cardiology,13,1.96
D40104,Urology,31,3.43
D40105,Pediatrics,27,2.92
D40106,Pediatrics,13,3.63
D40107,Emergency,34,4.56
D40108,Cardiology,7,3.89
D40109,Gastroenterology,12,1.05
D40110,Oncology,5,2.66
D40111,Urology,38,1.36
D40112,Gastroenterology,6,1.24
D40113,Pediatrics,26,1.76
D40114,Emergency,19,4.54
D40115,Oncology,15,4.26
D40116,Cardiology,9,3.19
D40117,Orthopedics,13,4.35
D40118,Orthopedics,35,4.6
D40119,Gastroenterology,34,1.35
D40120,Oncology,34,4.62
D40121,Orthopedics,29,1.09
D40122,Pediatrics,39,4.37
D40123,Orthopedics,27,3.3
D40124,Urology,12,1.1
D40125,Gastroenterology,39,2.45
D40126,Orthopedics,2,1.41
D40127,Cardiology,36,3.08
D40128,Urology,18,2.63
D40129,Neurology,6,1.74
D40130,Orthopedics,30,4.22
D40131,Orthopedics,21,3.26
D40132,Oncology,22,4.07
D40133,Orthopedics,11,2.46
D40134,Orthopedics,39,2.97
D40135,Oncology,40,1.98
D40136,Emergency,7,1.02
D40137,Cardiology,7,4.8
D40138,Oncology,31,4.53
D40139,Pediatrics,6,1.31
D40140,Neurology,26,1.78
D40141,Pediatrics,36,3.87
D40142,Urology,9,2.08
D40143,Neurology,36,3.71
D40144,Orthopedics,3,2.11
D40145,Neurology,31,1.94
D40146,Pediatrics,30,1.52
D40147,Orthopedics,31,1.63
D40148,Oncology,40,4.43
D40149,Pediatrics,30,4.64
D40150,Cardiology,9,3.73
D40151,Urology,6,3.95
D40152,Gastroenterology,25,4.71
D40153,Neurology,30,3.29
D40154,Orthopedics,26,1.41
D40155,Cardiology,3,4.97
D40156,Oncology,22,3.67
D40157,Oncology,9,4.69
D40158,Pediatrics,35,1.76
D40159,Emergency,7,4.85
D40160,Neurology,37,4.71
D40161,Neurology,9,1.28
D40162,Emergency,27,1.23
D40163,Oncology,28,1.65
D40164,Oncology,33,1.75
D40165,Gastroenterology,6,2.19
D40166,Gastroenterology,17,4.15
D40167,Neurology,23,1.48
D40168,Gastroenterology,25,1.28
D40169,Gastroenterology,19,3.21
D40170,Orthopedics,29,3.2
D40171,Urology,31,3.49
D40172,Neurology,6,4.04
D40173,Oncology,37,1.36
D40174,Orthopedics,34,3.34
D40175,Oncology,24,2.93
D40176,Gastroenterology,10,2.46
D40177,Urology,11,1.38
D40178,Gastroenterology,24,3.12
D40179,Gastroenterology,2,1.14
D40180,Cardiology,29,4.89
D40181,Cardiology,16,4.53
D40182,Urology,23,4.59
D40183,Urology,35,2.17
D40184,Cardiology,22,1.69
D40185,Cardiology,35,1.39
D40186,Cardiology,6,2.8
D40187,Cardiology,23,1.17
D40188,Neurology,23,4.04
D40189,Neurology,30,3.01
D40190,Gastroenterology,37,3.83
D40191,Pediatrics,20,3.84
D40192,Gastroenterology,11,3.05
D40193,Urology,24,3.96
D40194,Emergency,18,4.76
D40195,Pediatrics,27,1.03
D40196,Emergency,7,1.96
D40197,Emergency,21,4.62
D40198,Oncology,15,3.8
D40199,Orthopedics,8,3.27
D40200,Urology,28,3.18
D40201,Neurology,21,2.6
D40202,Pediatrics,8,3.39
D40203,Gastroenterology,28,3.51
D40204,Urology,34,2.46
D40205,Cardiology,15,2.53
D40206,Urology,37,1.92
D40207,Emergency,27,3.3
D40208,Neurology,26,3.04
D40209,Cardiology,12,2.84
D40210,Urology,34,3.45
D40211,Urology,31,3.6
D40212,Neurology,3,2.6
D40213,Emergency,26,4.19
D40214,Gastroenterology,6,1.31
D40215,Cardiology,20,2.6
D40216,Emergency,40,3.39
D40217,Neurology,17,1.6
D40218,Urology,1,1.91
D40219,Gastroenterology,13,3.48
D40220,Pediatrics,18,3.15
D40221,Pediatrics,21,1.84
D40222,Oncology,12,2.67
D40223,Orthopedics,12,4.19
D40224,Pediatrics,26,3.18
D40225,Neurology,40,4.12
D40226,Orthopedics,28,2.06
D40227,Neurology,25,1.37
D40228,Neurology,21,2.18
D40229,Cardiology,11,1.29
D40230,Oncology,9,2.35
D40231,Cardiology,35,3.5
D40232,Gastroenterology,36,2.27
D40233,Orthopedics,29,1.73
D40234,Pediatrics,40,1.27
D40235,Gastroenterology,17,2.54
D40236,Orthopedics,37,4.87
D40237,Orthopedics,8,3.62
D40238,Pediatrics,5,4.2
D40239,Urology,23,3.6
D40240,Cardiology,10,3.78
D40241,Emergency,15,3.33
D40242,Gastroenterology,16,3.26
D40243,Urology,27,3.13
D40244,Cardiology,32,2.54
D40245,Orthopedics,40,3.48
D40246,Neurology,35,4.22
D40247,Oncology,37,3.56
D40248,Gastroenterology,24,1.79
D40249,Cardiology,31,2.13
D40250,Oncology,35,3.79
D40251,Gastroenterology,16,1.34
D40252,Oncology,40,3.44
D40253,Gastroenterology,36,3.4
D40254,Pediatrics,12,1.47
D40255,Emergency,16,2.23
D40256,Gastroenterology,5,1.78
D40257,Orthopedics,5,3.96
D40258,Cardiology,20,4.59
D40259,Emergency,38,4.28
D40260,Oncology,36,2.86
D40261,Pediatrics,32,1.92
D40262,Gastroenterology,40,3.4
D40263,Emergency,11,2.37
D40264,Urology,11,1.18
D40265,Oncology,28,2.84
D40266,Urology,12,3.05
D40267,Neurology,31,4.73
D40268,Emergency,40,2.76
D40269,Emergency,30,2.02
D40270,Emergency,20,3.13
D40271,Neurology,27,1.8
D40272,Orthopedics,25,4
D40273,Cardiology,34,3.23
D40274,Oncology,35,1.42
D40275,Oncology,5,3.19
D40276,Gastroenterology,40,2.14
D40277,Gastroenterology,39,1.77
D40278,Gastroenterology,8,1.35
D40279,Oncology,19,4.67
D40280,Cardiology,18,4.19
D40281,Orthopedics,16,4.3
D40282,Emergency,19,1.28
D40283,Emergency,15,4.96
D40284,Neurology,29,4.88
D40285,Urology,15,3.95
D40286,Cardiology,29,4.69
D40287,Pediatrics,17,4.4
D40288,Cardiology,15,3.86
D40289,Neurology,40,2.61
D40290,Orthopedics,11,3.58
D40291,Urology,3,3.98
D40292,Urology,13,2.24
D40293,Gastroenterology,38,2.79
D40294,Gastroenterology,9,4.96
D40295,Urology,20,3.84
D40296,Emergency,26,3.2
D40297,Pediatrics,12,1.41
D40298,Urology,31,2.95
D40299,Oncology,2,1.24
D40300,Emergency,33,4
D40301,Orthopedics,16,1.3
D40302,Orthopedics,5,3.87
D40303,Pediatrics,17,2.47
D40304,Oncology,40,1.2
D40305,Pediatrics,32,1.8
D40306,Neurology,15,3.47
D40307,Pediatrics,12,3.84
D40308,Oncology,17,3.83
D40309,Cardiology,10,3.47
D40310,Pediatrics,26,2.76
D40311,Cardiology,28,2.82
D40312,Pediatrics,28,1.06
D40313,Neurology,23,2.01
D40314,Oncology,20,3.73
D40315,Pediatrics,17,3.3
D40316,Urology,8,3.98
D40317,Neurology,15,1.33
D40318,Urology,23,3.59
D40319,Orthopedics,14,1.21
D40320,Orthopedics,40,1.72
D40321,Neurology,27,4.99
D40322,Neurology,13,4.13
D40323,Gastroenterology,39,3.37
D40324,Pediatrics,25,3.11
D40325,Oncology,26,4.27
D40326,Gastroenterology,11,2.42
D40327,Oncology,38,1.36
D40328,Emergency,9,4.21
D40329,Oncology,33,2.88
D40330,Cardiology,16,4.6
D40331,Pediatrics,20,2.87
D40332,Urology,7,3.12
D40333,Oncology,33,3.96
D40334,Urology,13,1.62
D40335,Emergency,35,1.35
D40336,Pediatrics,4,2.05
D40337,Oncology,31,4.54
D40338,Gastroenterology,30,4.42
D40339,Urology,3,1.48
D40340,Gastroenterology,27,4.89
D40341,Neurology,32,2
D40342,Gastroenterology,38,4.24
D40343,Oncology,6,3.99
D40344,Emergency,8,4.39
D40345,Gastroenterology,24,4.56
D40346,Neurology,15,1.82
D40347,Urology,25,3.37
D40348,Urology,27,1.33
D40349,Pediatrics,13,1.35
D40350,Gastroenterology,20,3.75
D40351,Gastroenterology,5,3.39
D40352,Pediatrics,38,3.71
D40353,Urology,7,1.01
D40354,Neurology,5,1.36
D40355,Orthopedics,28,1.38
D40356,Gastroenterology,37,1.85
D40357,Orthopedics,29,2.98
D40358,Pediatrics,37,3.34
D40359,Orthopedics,7,3.14
D40360,Urology,26,2.48
D40361,Neurology,19,3.11
D40362,Cardiology,10,2.68
D40363,Oncology,20,3.78
D40364,Gastroenterology,31,4.49
D40365,Cardiology,36,3.2
D40366,Cardiology,6,3.54
D40367,Oncology,15,4.15
D40368,Urology,24,4.12
D40369,Orthopedics,30,4.3
D40370,Urology,9,2.12
D40371,Pediatrics,1,1.91
D40372,Emergency,15,4.16
D40373,Urology,6,3.97
D40374,Orthopedics,15,1.68
D40375,Oncology,7,1.64
D40376,Emergency,27,1.4
D40377,Oncology,10,2.11
D40378,Oncology,32,3.83
D40379,Oncology,21,4.47
D40380,Gastroenterology,37,4.99
D40381,Gastroenterology,38,4.41
D40382,Emergency,36,4.93
D40383,Cardiology,14,1.59
D40384,Orthopedics,39,2.47
D40385,Gastroenterology,14,1.81
D40386,Neurology,2,2.14
D40387,Oncology,24,1.44
D40388,Orthopedics,10,4.45
D40389,Gastroenterology,6,1.23
D40390,Pediatrics,3,2.69
D40391,Urology,34,1.47
D40392,Neurology,26,2.81
D40393,Orthopedics,10,2.05
D40394,Urology,38,3.69
D40395,Urology,21,4.61
D40396,Emergency,25,1.39
D40397,Pediatrics,2,1.11
D40398,Pediatrics,36,2.87
D40399,Neurology,1,1.26
D40400,Pediatrics,36,1.56
D40401,Pediatrics,24,3.66
D40402,Orthopedics,10,4.09
D40403,Pediatrics,35,2.8
D40404,Neurology,22,3.55
D40405,Cardiology,34,4.65
D40406,Pediatrics,32,2.9
D40407,Gastroenterology,16,4.96
D40408,Orthopedics,30,1.13
D40409,Orthopedics,36,1.7
D40410,Pediatrics,31,2.2
D40411,Emergency,30,3.64
D40412,Emergency,5,1.38
D40413,Gastroenterology,24,3.42
D40414,Pediatrics,36,2.93
D40415,Cardiology,27,1.48
D40416,Orthopedics,14,3.75
D40417,Pediatrics,37,2.59
D40418,Gastroenterology,13,4.46
D40419,Pediatrics,20,1.22
D40420,Pediatrics,28,1.61
D40421,Oncology,6,3.15
D40422,Cardiology,9,4.61
D40423,Urology,22,4.58
D40424,Gastroenterology,23,1.2
D40425,Pediatrics,8,1.83
D40426,Gastroenterology,1,4.1
D40427,Urology,7,2.23
D40428,Cardiology,12,4.16
D40429,Orthopedics,39,4.11
D40430,Gastroenterology,17,3.32
D40431,Pediatrics,16,4.11
D40432,Orthopedics,4,3.92
D40433,Urology,37,3.68
D40434,Gastroenterology,9,3.66
D40435,Neurology,9,4.03
D40436,Urology,27,1.81
D40437,Cardiology,12,2.08
D40438,Pediatrics,34,1.75
D40439,Oncology,23,1.58
D40440,Cardiology,35,4.24
D40441,Orthopedics,40,4.9
D40442,Oncology,9,1.14
D40443,Pediatrics,13,3.58
D40444,Urology,2,3.22
D40445,Neurology,2,1.68
D40446,Neurology,29,2.18
D40447,Gastroenterology,22,1.44
D40448,Orthopedics,21,3.52
D40449,Cardiology,6,4.44
D40450,Cardiology,28,4.13
D40451,Orthopedics,16,1.74
D40452,Cardiology,1,1.12
D40453,Emergency,23,3.06
D40454,Neurology,8,3.3
D40455,Neurology,8,1.87
D40456,Pediatrics,1,1.49
D40457,Emergency,11,4.54
D40458,Cardiology,8,2.2
D40459,Cardiology,31,3.03
D40460,Orthopedics,36,2.88
D40461,Oncology,8,4.79
D40462,Gastroenterology,24,2.57
D40463,Emergency,27,4.65
D40464,Gastroenterology,29,2.38
D40465,Urology,18,4.65
D40466,Gastroenterology,9,1.01
D40467,Neurology,36,1.88
D40468,Pediatrics,38,2.54
D40469,Urology,14,4.46
D40470,Urology,13,4.36
D40471,Orthopedics,40,2.17
D40472,Pediatrics,24,3.03
D40473,Cardiology,39,3.18
D40474,Neurology,14,4.94
D40475,Orthopedics,8,2.38
D40476,Oncology,12,4.82
D40477,Cardiology,31,3.02
D40478,Gastroenterology,34,3.62
D40479,Cardiology,36,3.7
D40480,Emergency,21,3.35
D40481,Orthopedics,4,3.52
D40482,Urology,11,4.59
D40483,Urology,37,2.67
D40484,Neurology,7,3.67
D40485,Gastroenterology,12,2
D40486,Orthopedics,5,3.89
D40487,Urology,3,4.96
D40488,Orthopedics,32,4.24
D40489,Oncology,40,1.4
D40490,Oncology,35,3.58
D40491,Gastroenterology,36,2.61
D40492,Orthopedics,12,2.58
D40493,Oncology,30,2.58
D40494,Pediatrics,33,3.76
D40495,Gastroenterology,40,1.21
D40496,Neurology,3,2.57
D40497,Oncology,26,1.3
D40498,Orthopedics,38,4.65
D40499,Emergency,34,1.23
D40500,Emergency,3,1.54
D40501,Cardiology,14,2.41
D40502,Cardiology,14,3.51
D40503,Neurology,17,3.09
D40504,Gastroenterology,15,2.98
D40505,Cardiology,12,1.08
D40506,Cardiology,39,3.63
D40507,Emergency,30,2.49
D40508,Cardiology,7,3.85
D40509,Orthopedics,35,2.69
D40510,Emergency,31,4.33
D40511,Oncology,40,1.81
D40512,Oncology,37,3.74
D40513,Neurology,14,4.63
D40514,Pediatrics,28,1.5
D40515,Cardiology,12,4.78
D40516,Oncology,6,2.72
D40517,Oncology,4,2.65
D40518,Gastroenterology,33,1.48
D40519,Neurology,5,4.57
D40520,Orthopedics,9,3.62
D40521,Urology,39,4.45
D40522,Urology,18,3.84
D40523,Neurology,32,2.82
D40524,Emergency,31,2.84
D40525,Pediatrics,34,4.4
D40526,Gastroenterology,40,2.9
D40527,Gastroenterology,27,1.61
D40528,Neurology,37,2.43
D40529,Orthopedics,37,4.28
D40530,Urology,39,1.1
D40531,Pediatrics,13,3.02
D40532,Oncology,4,2.34
D40533,Neurology,9,2.57
D40534,Emergency,8,2.1
D40535,Pediatrics,6,3.97
D40536,Urology,33,4.78
D40537,Oncology,6,2.41
D40538,Neurology,17,2.83
D40539,Gastroenterology,37,3.79
D40540,Cardiology,13,2.87
D40541,Gastroenterology,22,3.17
D40542,Orthopedics,19,3.24
D40543,Orthopedics,28,3.56
D40544,Gastroenterology,25,2.7
D40545,Oncology,8,1.59
D40546,Urology,32,2.56
D40547,Neurology,11,4.45
D40548,Urology,38,2.18
D40549,Cardiology,18,3.29
D40550,Orthopedics,27,1.33
D40551,Gastroenterology,38,3.83
D40552,Oncology,37,2.57
D40553,Pediatrics,36,1.72
D40554,Pediatrics,34,4.14
D40555,Oncology,15,4.93
D40556,Orthopedics,13,2.14
D40557,Pediatrics,27,1.38
D40558,Gastroenterology,19,1.79
D40559,Orthopedics,36,4
D40560,Neurology,13,2.04
D40561,Oncology,7,1.76
D40562,Oncology,1,4.1
D40563,Urology,21,2.5
D40564,Emergency,16,2.82
D40565,Urology,29,4.86
D40566,Pediatrics,24,3.48
D40567,Emergency,19,2.11
D40568,Oncology,27,1.8
D40569,Pediatrics,1,2.96
D40570,Orthopedics,27,4.16
D40571,Cardiology,14,1.64
D40572,Pediatrics,11,3.1
D40573,Emergency,23,3.69
D40574,Emergency,20,1.43
D40575,Oncology,26,3.94
D40576,Neurology,18,4.4
D40577,Cardiology,36,3.8
D40578,Oncology,30,1.55
D40579,Cardiology,4,2.03
D40580,Cardiology,19,1.76
D40581,Oncology,5,4.55
D40582,Gastroenterology,2,3.61
D40583,Pediatrics,10,3.09
D40584,Orthopedics,11,3.07
D40585,Urology,22,4.06
D40586,Cardiology,8,2.67
D40587,Orthopedics,3,1.94
D40588,Gastroenterology,40,3.53
D40589,Emergency,18,4.48
D40590,Oncology,22,2.89
D40591,Neurology,11,2.44
D40592,Gastroenterology,2,1.06
D40593,Pediatrics,22,4.97
D40594,Orthopedics,15,2.39
D40595,Gastroenterology,8,4.5
D40596,Cardiology,19,3.13
D40597,Neurology,9,1.17
D40598,Gastroenterology,5,2.42
D40599,Pediatrics,8,1.97
D40600,Orthopedics,33,2.6
D40601,Gastroenterology,15,2.64
D40602,Oncology,15,3.54
D40603,Neurology,7,3.53
D40604,Emergency,21,3.89
D40605,Cardiology,26,4.51
D40606,Orthopedics,1,3.19
D40607,Cardiology,26,2.12
D40608,Neurology,26,4.68
D40609,Pediatrics,28,4.35
D40610,Oncology,9,2.62
D40611,Gastroenterology,26,2.7
D40612,Orthopedics,13,2.79
D40613,Gastroenterology,5,2.61
D40614,Urology,18,4.75
D40615,Cardiology,23,1.82
D40616,Gastroenterology,28,3.71
D40617,Emergency,37,1.66
D40618,Cardiology,5,1.13
D40619,Cardiology,27,1.35
D40620,Urology,20,1.15
D40621,Urology,36,4.25
D40622,Oncology,37,4.97
D40623,Gastroenterology,34,4.78
D40624,Gastroenterology,14,1.08
D40625,Cardiology,6,4.25
D40626,Cardiology,27,2.34
D40627,Pediatrics,2,1.34
D40628,Pediatrics,9,2.6
D40629,Gastroenterology,11,3.08
D40630,Orthopedics,5,2.83
D40631,Neurology,11,1.43
D40632,Neurology,3,4.76
D40633,Emergency,26,4.66
D40634,Gastroenterology,14,3.79
D40635,Gastroenterology,9,2.11
D40636,Gastroenterology,19,3.65
D40637,Emergency,17,1.69
D40638,Pediatrics,24,2.27
D40639,Neurology,14,4.76
D40640,Gastroenterology,10,1.1
D40641,Emergency,7,2.27
D40642,Cardiology,13,2.93
D40643,Orthopedics,35,4.35
D40644,Neurology,31,4.52
D40645,Urology,38,3.7
D40646,Neurology,37,2.44
D40647,Cardiology,29,4.92
D40648,Pediatrics,6,1.1
D40649,Oncology,8,4.85
D40650,Oncology,25,4.79
D40651,Pediatrics,5,2.58
D40652,Orthopedics,10,1.78
D40653,Cardiology,23,4.2
D40654,Emergency,1,3.71
D40655,Neurology,13,3.56
D40656,Neurology,37,4.26
D40657,Emergency,26,1.87
D40658,Oncology,19,1.72
D40659,Gastroenterology,26,4.63
D40660,Gastroenterology,2,2.9
D40661,Pediatrics,19,3.75
D40662,Gastroenterology,12,2.15
D40663,Pediatrics,35,3
D40664,Gastroenterology,32,1.93
D40665,Urology,13,3.43
D40666,Oncology,36,1.63
D40667,Orthopedics,1,1.6
D40668,Pediatrics,33,3.74
D40669,Urology,4,2.6
D40670,Emergency,2,4.44
D40671,Oncology,8,2.38
D40672,Oncology,16,2.45
D40673,Pediatrics,22,1.87
D40674,Pediatrics,10,4.19
D40675,Cardiology,9,4.76
D40676,Gastroenterology,7,2.48
D40677,Emergency,40,2.72
D40678,Emergency,17,2.26
D40679,Neurology,30,1.02
D40680,Urology,11,4.16
D40681,Orthopedics,15,2.43
D40682,Urology,7,4.8
D40683,Cardiology,3,1.5
D40684,Neurology,23,3.95
D40685,Emergency,27,4.61
D40686,Gastroenterology,30,3.61
D40687,Gastroenterology,16,3.37
D40688,Orthopedics,14,2.59
D40689,Gastroenterology,22,2.75
D40690,Gastroenterology,20,3.55
D40691,Urology,10,2.85
D40692,Emergency,29,4.95
D40693,Gastroenterology,4,2.84
D40694,Emergency,31,4.58
D40695,Neurology,14,2.05
D40696,Urology,5,3.66
D40697,Pediatrics,38,4.87
D40698,Pediatrics,4,4.91
D40699,Neurology,11,2.44
D40700,Urology,25,2.47
D40701,Orthopedics,12,1.63
D40702,Cardiology,31,1.34
D40703,Oncology,11,2.04
D40704,Neurology,39,3.06
D40705,Emergency,32,3.54
D40706,Neurology,11,1.35
D40707,Oncology,7,3.51
D40708,Orthopedics,2,2.55
D40709,Neurology,1,1.37
D40710,Urology,25,1.09
D40711,Emergency,9,4.38
D40712,Oncology,36,4.33
D40713,Gastroenterology,29,4.61
D40714,Pediatrics,10,4.57
D40715,Cardiology,27,4.9
D40716,Neurology,19,2.17
D40717,Neurology,19,2.36
D40718,Oncology,20,3.55
D40719,Cardiology,29,2.62
D40720,Neurology,3,3.47
D40721,Orthopedics,22,2.08
D40722,Pediatrics,22,4.38
D40723,Oncology,29,3.64
D40724,Urology,23,3.22
D40725,Emergency,40,3.6
D40726,Pediatrics,26,1.36
D40727,Cardiology,22,3.05
D40728,Cardiology,38,4.52
D40729,Pediatrics,9,3.28
D40730,Gastroenterology,21,1.79
D40731,Urology,36,1.25
D40732,Neurology,36,4.57
D40733,Urology,32,4.67
D40734,Neurology,32,4.71
D40735,Neurology,34,4.04
D40736,Cardiology,23,2.29
D40737,Neurology,26,3.38
D40738,Pediatrics,16,2.91
D40739,Gastroenterology,38,4.4
D40740,Neurology,3,3.44
D40741,Pediatrics,2,3.77
D40742,Emergency,36,2.93
D40743,Cardiology,9,3.68
D40744,Orthopedics,28,3.08
D40745,Urology,24,4.59
D40746,Oncology,28,1.98
D40747,Urology,7,3.25
D40748,Urology,26,1.36
D40749,Gastroenterology,1,1.76
D40750,Orthopedics,35,2.56
D40751,Oncology,18,3.17
D40752,Gastroenterology,22,3.26
D40753,Orthopedics,13,1.12
D40754,Cardiology,16,3.77
D40755,Neurology,29,4.3
D40756,Emergency,21,1.63
D40757,Urology,9,3.49
D40758,Gastroenterology,29,4.69
D40759,Neurology,12,3.4
D40760,Urology,8,1.57
D40761,Cardiology,10,1.4
D40762,Cardiology,34,1.81
D40763,Pediatrics,20,2.21
D40764,Cardiology,16,2.4
D40765,Orthopedics,11,3.06
D40766,Cardiology,14,3.63
D40767,Urology,31,1.66
D40768,Emergency,40,3.2
D40769,Gastroenterology,34,3.57
D40770,Urology,4,2.59
D40771,Gastroenterology,7,2.92
D40772,Neurology,38,3.98
D40773,Gastroenterology,1,4.27
D40774,Cardiology,24,2.65
D40775,Pediatrics,28,2.08
D40776,Emergency,24,3.11
D40777,Pediatrics,13,2.98
D40778,Oncology,38,3.38
D40779,Pediatrics,10,2.44
D40780,Orthopedics,26,4.27
D40781,Pediatrics,2,3.27
D40782,Neurology,33,3.24
D40783,Cardiology,28,1.99
D40784,Orthopedics,27,2.98
D40785,Neurology,6,4.63
D40786,Cardiology,17,3.21
D40787,Orthopedics,33,1.45
D40788,Neurology,15,3.08
D40789,Cardiology,3,1.75
D40790,Orthopedics,10,4.66
D40791,Orthopedics,29,3.12
D40792,Orthopedics,7,3.94
D40793,Gastroenterology,36,1.24
D40794,Cardiology,22,2.62
D40795,Orthopedics,31,3.39
D40796,Cardiology,39,1.45
D40797,Pediatrics,14,1.24
D40798,Oncology,2,4.67
D40799,Cardiology,6,1.45
D40800,Oncology,19,3.09
D40801,Oncology,27,4.78
D40802,Urology,6,1.05
D40803,Urology,2,4.41
D40804,Emergency,13,1.83
D40805,Gastroenterology,10,4.73
D40806,Orthopedics,40,2.99
D40807,Orthopedics,5,1.58
D40808,Orthopedics,14,3.05
D40809,Neurology,31,3.52
D40810,Urology,25,3.45
D40811,Cardiology,6,3.95
D40812,Oncology,12,4.96
D40813,Neurology,3,2.33
D40814,Orthopedics,23,3.49
D40815,Emergency,1,1.25
D40816,Orthopedics,15,3.09
D40817,Urology,40,4.9
D40818,Pediatrics,13,2.8
D40819,Gastroenterology,38,4.06
D40820,Neurology,14,2.55
D40821,Emergency,19,4.82
D40822,Cardiology,9,2.54
D40823,Neurology,28,4.25
D40824,Oncology,33,4.14
D40825,Cardiology,33,1.6
D40826,Cardiology,39,4.39
D40827,Neurology,33,3.83
D40828,Orthopedics,4,1.68
D40829,Pediatrics,18,1.99
D40830,Pediatrics,26,2.34
D40831,Orthopedics,25,1.04
D40832,Neurology,35,3.37
D40833,Orthopedics,39,3.71
D40834,Neurology,18,2.46
D40835,Neurology,33,2.31
D40836,Gastroenterology,18,3.95
D40837,Gastroenterology,29,2.28
D40838,Oncology,8,1.37
D40839,Urology,2,3.18
D40840,Cardiology,4,4.16
D40841,Neurology,15,3.39
D40842,Gastroenterology,8,3.81
D40843,Urology,30,4.12
D40844,Oncology,39,4.73
D40845,Cardiology,24,4.25
D40846,Urology,12,2.77
D40847,Cardiology,36,2.15
D40848,Orthopedics,14,1.04
D40849,Pediatrics,32,2.52
D40850,Neurology,14,1.83
D40851,Orthopedics,28,3.62
D40852,Pediatrics,20,2.56
D40853,Emergency,13,4.21
D40854,Oncology,17,4.98
D40855,Neurology,30,4.16
D40856,Orthopedics,40,4.08
D40857,Urology,17,2.85
D40858,Cardiology,32,2.56
D40859,Gastroenterology,19,1.39
D40860,Emergency,9,3.43
D40861,Oncology,26,2.27
D40862,Oncology,1,2.95
D40863,Oncology,19,3.09
D40864,Urology,12,3.15
D40865,Orthopedics,28,2.54
D40866,Neurology,38,2.54
D40867,Pediatrics,31,1.39
D40868,Emergency,13,2.5
D40869,Orthopedics,11,4.15
D40870,Urology,12,2.31
D40871,Cardiology,23,2.8
D40872,Urology,29,2.82
